id	filename	md5	size	state
029cb422-4fc0-462c-bf17-e5f5ed7d0d4c	029cb422-4fc0-462c-bf17-e5f5ed7d0d4c/05582ed0-da34-418a-b96e-fb4505e9ee03.FPKM-UQ.txt.gz	b97bd4350ae7b40779756dcb1d221127	509653	submitted
059db82e-0297-4fad-b6a4-48ca1f704d78	059db82e-0297-4fad-b6a4-48ca1f704d78/f98edf9e-796d-4eb5-b86a-8d41748279b8.FPKM-UQ.txt.gz	e4c66e43ef033264160d44d46d0fad15	495710	submitted
08dae29d-596e-4c5b-98c6-79eb3af0ab8d	08dae29d-596e-4c5b-98c6-79eb3af0ab8d/9e49e3ff-f780-48db-9349-e59e2112b6de.FPKM-UQ.txt.gz	8948556d9e5bcb21b71331eca261b26f	531830	submitted
0906c604-225b-4354-9e55-c7eeeac1ce83	0906c604-225b-4354-9e55-c7eeeac1ce83/022cbd07-3e20-4144-b2ab-8c76adffae73.FPKM-UQ.txt.gz	61e529d8b93f7506dc646e3ccd63b54d	508533	submitted
0bf044f3-db1e-4508-9153-7331f1476966	0bf044f3-db1e-4508-9153-7331f1476966/2d683c1f-3a48-4bb8-84f9-bad6347c008b.FPKM-UQ.txt.gz	d50c27daf1fcbe5f4f645f1b1f8c6f0c	531977	submitted
0d6ec050-06a3-4ae1-b915-ed66632a6ccb	0d6ec050-06a3-4ae1-b915-ed66632a6ccb/fddb387d-716e-48ca-9e99-483564c5384b.FPKM-UQ.txt.gz	ee2de9a25f7148c1761e8e024e3edf32	507116	submitted
0ef3de29-403a-4f48-b5e5-942536f8d368	0ef3de29-403a-4f48-b5e5-942536f8d368/1b503435-1ff4-4e3f-b07e-96adbe94549a.FPKM-UQ.txt.gz	8dd5f3b78df36da01cb8833f1f1038c6	489700	submitted
0f5f287b-ee07-47b1-9d71-03cacffbdc21	0f5f287b-ee07-47b1-9d71-03cacffbdc21/dc76cdde-f77f-4604-94c4-0b150b9a56b4.FPKM-UQ.txt.gz	03d16f7df1a9a79f7b764bb2e5ee0005	512590	submitted
0fdc6ae4-5d83-4ca8-ac21-94c2d941e9a0	0fdc6ae4-5d83-4ca8-ac21-94c2d941e9a0/057c6a18-e5f2-4eba-9c20-c483c5a67cc3.FPKM-UQ.txt.gz	39b0cfbd287b848a185a55c41b240b89	607118	submitted
134456f1-1bd8-4cb7-b0a7-8b171132c095	134456f1-1bd8-4cb7-b0a7-8b171132c095/042b37c5-7ba2-4731-8b16-5510cce257b4.FPKM-UQ.txt.gz	63d6fb27287bdeea6252475f6cdedc47	512897	submitted
13cc9127-bcd8-4a7c-a16a-1febc66f26fe	13cc9127-bcd8-4a7c-a16a-1febc66f26fe/c962af41-67e1-4e18-9d59-cee591ef98f9.FPKM-UQ.txt.gz	265a076910472674fea92467f2c07ec6	536136	submitted
14e816f4-a8b3-4a1c-ab1b-693b338dc279	14e816f4-a8b3-4a1c-ab1b-693b338dc279/8f2c0849-7cd4-4da2-9feb-e3a942b892c4.FPKM-UQ.txt.gz	b87f6949a65866fda65532e30e9dfe6f	486012	submitted
153f62f7-0cbe-4c9d-8801-d0f95a357b2f	153f62f7-0cbe-4c9d-8801-d0f95a357b2f/06db23e3-2dc3-4da9-915e-fe3d4a091de5.FPKM-UQ.txt.gz	246ce78de7ce1b1363629f4326f473af	519171	submitted
170a50f2-f849-4a64-99db-0c9f1dbc9ef6	170a50f2-f849-4a64-99db-0c9f1dbc9ef6/82cd39d8-7a0d-4ebf-adad-57b3a4e68262.FPKM-UQ.txt.gz	e01315f352285129f3dd4f0b152ff8b5	513151	submitted
197bb065-d364-4141-b122-3a5946e57151	197bb065-d364-4141-b122-3a5946e57151/c8fb3217-2cc9-47c0-84b6-b666c07624e6.FPKM-UQ.txt.gz	6020d3d2969e32f4cec0c3b11a47a188	536676	submitted
1997920a-0848-45b1-b628-3ddc8028af3c	1997920a-0848-45b1-b628-3ddc8028af3c/8cd200d8-da0a-4176-8665-d527343c7264.FPKM-UQ.txt.gz	856726ed230dd09b7fbb25f7877714f5	496266	submitted
1a0f1152-c52a-43aa-8e83-d8c54bb5b7b8	1a0f1152-c52a-43aa-8e83-d8c54bb5b7b8/252eeb0c-fad1-4c29-bdd8-57b511852de5.FPKM-UQ.txt.gz	a0e30bf443959b243dd5552df41e5839	532092	submitted
1c0313ca-52a6-471a-b069-2c5bec183881	1c0313ca-52a6-471a-b069-2c5bec183881/df652972-6474-474a-9745-4b58fff68744.FPKM-UQ.txt.gz	e85d963d54549da0da099ad5b7ff00cc	544363	submitted
1c19276b-2eb9-4d86-bbc8-d786b88f573b	1c19276b-2eb9-4d86-bbc8-d786b88f573b/2ef45476-2bea-4b74-9d97-a33898386d5e.FPKM-UQ.txt.gz	2d88412395257d92fb1cfe624c182f8c	501744	submitted
1e0a7077-aa89-450b-9d95-a411014f6602	1e0a7077-aa89-450b-9d95-a411014f6602/0d7f880c-c4c5-4335-b49e-5f321f841840.FPKM-UQ.txt.gz	91b1a510017cdf4f1fdb3aae5800f346	503650	submitted
1e9a74b5-c4ad-4763-9a4e-a1ba9b9b7af2	1e9a74b5-c4ad-4763-9a4e-a1ba9b9b7af2/4ba3508e-981b-46e4-a575-4f1d72015a7c.FPKM-UQ.txt.gz	31aa298dbf725d1650db05d4717aa7df	531284	submitted
1f3ebf39-5138-4480-908e-cbf3051a2eb6	1f3ebf39-5138-4480-908e-cbf3051a2eb6/bf8dd7a7-37b1-4a81-9554-d63fdf2fe4f1.FPKM-UQ.txt.gz	bc5bb3b82a527f082c72dc4922fa0896	502097	submitted
204b3bb7-25d1-4b98-bc71-460fecbfbde3	204b3bb7-25d1-4b98-bc71-460fecbfbde3/c839556e-515d-4793-9960-0edd0a71a101.FPKM-UQ.txt.gz	ebee40e458aa612acc72d3ba577e8033	512847	submitted
22a17410-2dab-450f-b91f-e50e624e78a0	22a17410-2dab-450f-b91f-e50e624e78a0/c27a0a56-cde3-4e53-b02d-8a2ca66b5d1d.FPKM-UQ.txt.gz	2d6262df25a7f267a0135f2ab209089c	524470	submitted
248979b3-1343-422c-bb78-cffb0db9bd22	248979b3-1343-422c-bb78-cffb0db9bd22/f442826c-7516-45f7-bbfc-968cd4ce51b3.FPKM-UQ.txt.gz	8b2fddf8e8903edabf3bf24b3b57eece	526192	submitted
26537eb9-11b8-4c95-bc8e-e6ef374f65a0	26537eb9-11b8-4c95-bc8e-e6ef374f65a0/dc0ce32f-d5aa-489f-ba4b-e01443815121.FPKM-UQ.txt.gz	75703268c06ce24e26a016e2b3f29b30	496353	submitted
2988f88c-88b9-42cb-aeb1-aaf83a89ea55	2988f88c-88b9-42cb-aeb1-aaf83a89ea55/05d2b1e9-22a4-4369-b622-63846d672875.FPKM-UQ.txt.gz	18c25051d77c8fd2ddd3d72ce5056184	548033	submitted
